model,layer_type,block,bottleneck_number,sal_Baseline,sem_Baseline,sal_Control,sem_Control,sal_Salient,sem_Salient,sal_Semantic,sem_Semantic,sal_Semantic_Salient,sem_Semantic_Salient
rn50,relu,1,0,-0.15791548821708817,0.07844953721752462,0.002226888769709001,0.01836014770604233,-0.0039330921707420585,0.014242466331204906,0.00282072471275574,-0.0068195979252655275,-0.008595425403172319,-0.025136779596256632
rn50,downsample,1,0,0.11804924606742755,0.09924699711212673,0.00960150087033719,0.004004835432824885,0.020635765962831384,0.00552805977573112,0.006499116515205752,-0.006311035245438912,0.009215343174876559,-0.010807500413865537
rn50,downsample,1,0,0.018094253903693538,0.1090278397416836,0.01332319314635787,0.011727832451437659,0.02018014496120366,0.02365402167190299,0.009815078450743819,6.394157601971595e-05,0.02099169487861274,0.005632240573213668
rn50,conv,1,1,-0.15526685209280583,0.07886302656976349,0.006557984601880368,0.02167835196786598,-0.010442381083931113,0.02596264368993971,0.004435432935649297,-0.006438376195135098,-0.011508394880504258,-0.009913202748831867
rn50,bn,1,1,0.20601210507107107,0.23252666281119852,0.01783456048744475,0.0010233112081348694,0.0027686462080497576,-0.0015021698611326073,0.017132873939246063,-0.024480418602536108,-0.00946641256828229,-0.01113417007060416
rn50,conv,1,1,-0.1098675904119784,0.1968467558136987,0.01237257745293685,0.01611025576594355,0.008163165013626475,0.016729423832309548,0.0044123011515885685,-0.016257876693487106,3.93742113204143e-06,-0.01878319064125336
rn50,bn,1,1,0.13192094324633927,0.2607308030051807,0.01380130355574899,0.0021776087395278254,0.016785859697055178,-0.0013690223386462197,0.0128407249539563,-0.023056250034369424,0.007882605747299237,-0.01759976726185758
rn50,conv,1,1,0.07434824637970561,0.19688921902245524,0.011432602329372349,0.003659133923720581,0.01567165362757246,0.0020671278009150307,0.009598032144090718,-0.01793583695250503,0.008164625063985506,-0.01748283055889205
rn50,bn,1,1,0.05217522315050871,0.2176066138359534,0.017875402748286376,0.005175402713310656,0.020231310189332552,0.009828830483537276,0.013034718382117075,-0.017151182194259956,0.01371857183553915,-0.01216487644646111
rn50,relu,1,1,-0.16677098093028817,0.10119756294126873,0.004120102641245488,0.01954937152786848,0.0010839591744272736,0.01250837712207127,0.002882515662712082,-0.01155638605328041,-0.004615204826441205,-0.0271516328959195
rn50,conv,1,2,-0.25830953898055614,0.06867718044981343,0.0033196528563537164,0.02166053939614171,0.0042890506151551655,0.0169646109161304,0.0011684720024248696,-0.010107114610019063,0.002728410376960533,-0.024367619674742616
rn50,bn,1,2,-0.13033391048777235,0.1881477992189364,0.017703854164648564,0.022386027865291397,0.029999447016595057,0.020837129332228116,0.010174628354273851,-0.01921630830501897,0.025412357778058378,-0.014760554351162192
rn50,conv,1,2,-0.09454126406630142,0.1070151554297508,0.011834691205936637,0.017447279765543527,0.031318236365919544,0.00521020049414915,0.02019394675501826,-0.02473826988306603,0.030145511869313996,-0.03604060283120132
rn50,bn,1,2,-0.012642608919834033,0.11010313395830712,0.015057365113982315,0.011047364466943557,0.016510989912200697,-0.0025575920074631248,0.020517222349449443,-0.02636150648454573,0.009211731185445016,-0.03440062112102965
rn50,conv,1,2,0.032738816813767335,0.09844673014728655,0.02071714498010479,0.005402404664774277,0.017590628153713407,-0.00947328433220579,0.02647391797630702,-0.01948945206390397,0.005429150909735551,-0.03807557795517512
rn50,bn,1,2,-0.09709738729139918,0.14639336148857646,0.018006252298018444,0.021478088646940147,0.016810606749228338,0.005975379727400726,0.019967300241846425,-0.020679486567595856,0.009618111122666403,-0.035391137870614306
rn50,relu,1,2,-0.18934661544887466,0.11291943674940774,0.004069176459380791,0.021707269268034513,0.0013988397335639169,0.013389364905614043,0.0024135389137071583,-0.014918350166382682,-0.005052859263764975,-0.027896871787717367
rn50,conv,2,0,-0.2846474826123108,0.06406470649490023,0.0026506862895330774,0.020756198832698275,-0.00513680591388882,0.009941732143249823,0.0016043721999835503,-0.012845551283186984,-0.007553577532612599,-0.031646638335241215
rn50,bn,2,0,-0.20953060886720065,0.1573002641346455,0.012173557103807076,0.024832162136609992,0.002703042766744268,0.019882440883053493,0.005864657137023999,-0.019035025298982433,-0.0014386811990445558,-0.017833460001361684
rn50,conv,2,0,0.014718657161192604,0.2183450209054807,0.019015889890215555,0.016634840797235734,0.02649952043580691,0.002365089717541735,0.022195927949140555,-0.03575206598029959,0.02754377817036565,-0.032901486793132984
rn50,bn,2,0,-0.041301989801601824,0.2385815293330104,0.01578936219241659,0.018934267735465193,0.022451266916934345,0.01226400629114971,0.014139102096301794,-0.033319299615785336,0.01845481382714887,-0.026357172816958818
rn50,conv,2,0,-0.051628287300925634,0.18085830897159574,0.013909700148370105,0.01317355868659642,0.011617609630636731,-0.004259876954708169,0.020017991925544126,-0.04436225165431923,0.0018415047916260016,-0.056847005651524826
rn50,bn,2,0,-0.030046608295395807,0.1939905166609017,0.019959772612205766,0.011929312754645066,0.010073243179408733,-0.013332755665177748,0.025758925386908216,-0.04746058822248653,0.007878727043469275,-0.06025362844092075
rn50,relu,2,0,0.06292536983087085,0.2783592537708414,0.016542489842649,0.014209237463496671,0.016594120578941315,0.011781943635310932,0.015983678477163213,-0.03688738885027101,0.0091672429870812,-0.024917286005305628
rn50,downsample,2,0,-0.03301592721464994,0.16861639689170446,0.010795936042978998,0.021673351118519868,-0.006051123712865682,0.019172079273353404,0.008954838346023786,-0.011741867045208687,-0.008764216362943812,-0.012971263474663708
rn50,downsample,2,0,0.11270719325320498,0.24728124916133012,0.018665576149427113,0.013059517778623936,0.01582789294659477,0.01868374778143153,0.01662895314981848,-0.024137722066153167,0.011345586014035139,-0.007835904672316985
rn50,conv,2,1,0.12070403744943911,0.16717226135700633,0.009222354958230844,0.007139461684290027,0.006809862027631841,0.0017003774417149176,0.005150559196628268,-0.020839269282534295,-0.0023708536501487465,-0.021701531294554627
rn50,bn,2,1,0.051080650841716736,0.17786012339156765,0.009100659897245685,0.011929136491338421,0.004261577160956979,0.006005597300304838,0.007563840948375082,-0.019241071593952663,-0.004154978698247144,-0.017206445244542373
rn50,conv,2,1,0.004096992947816945,0.15513420973484285,0.009988064080472689,0.007618692446996894,0.0032203109098536973,-0.0035720996907949165,0.004876335226247851,-0.009575219666661583,-0.0015603726663014103,-0.012032849970128046
rn50,bn,2,1,0.018854840071980686,0.18824357161892186,0.01055210841531102,0.009390824539994624,0.008312222609665854,0.0037156615697279127,0.006167656009564877,-0.01612383515049942,0.00019627729887933612,-0.01572857410906603
rn50,conv,2,1,-0.06726106803546236,0.1841923795660759,0.012064556208014596,0.010670199031574484,0.0064856069599361285,-0.0007272767037332373,0.0070654298679835165,-0.014078521185110104,0.004878252844608126,-0.017756575518495965
rn50,bn,2,1,-0.017518917759098886,0.17053438620892591,0.01319532247586325,0.009982657760942232,0.008911558143141943,-0.002974902586883238,0.008091667525863388,-0.013829674029276401,0.005845186545823557,-0.022478257278861685
rn50,relu,2,1,-0.005535577321594417,0.26267971916975047,0.01985558607295436,0.015433765890391915,0.021554740122143694,0.011442089994027238,0.02042731101477965,-0.03463965046795764,0.015557700576639057,-0.024390477410931866
rn50,conv,2,2,0.002702418014221615,0.10551224560019076,0.012624607683996595,0.01080939412528821,0.001472596247144551,-0.0022807158357701224,0.01840303475393713,-0.02838329166461323,-0.0008015074899825,-0.03890928013666638
rn50,bn,2,2,0.07107134824635797,0.2760309091457111,0.029230329275435604,0.009046631305726416,0.025432984540326026,-0.003794143538943251,0.03316999526743343,-0.03123940934631453,0.02187152418841043,-0.033967659171420445
rn50,conv,2,2,-0.060474743368475005,0.2650651516579594,0.02238417166179814,0.011134372302157303,0.03109985872715444,-0.011641526299540572,0.01743527156389836,-0.028209111511649454,0.03591626001895122,-0.03882127905544855
rn50,bn,2,2,0.04342776504990511,0.211314918103227,0.021431535971831915,0.006281990638535406,0.01865505692795133,-0.032685983838078164,0.029359545908483865,-0.039903029107666244,0.018956486801485123,-0.06832517538404176
rn50,conv,2,2,-0.049449249758458595,0.16950176783163778,0.00650417888219082,0.003085663750205192,-0.00980780648804254,-0.027970014741122207,0.011333500443263811,-0.04213494187580011,-0.005691360360494509,-0.06524603096461232
rn50,bn,2,2,0.010745648196612277,0.29058351546503397,0.008759583304912178,0.00225071872194732,-0.002733983988067819,-0.015526631504441946,0.011085492743268135,-0.04053720894842766,-0.0014098586206728533,-0.055940771557332875
rn50,relu,2,2,-0.01044078417139752,0.26078030408655045,0.019601944662088998,0.015492832120033828,0.02058370638494051,0.006765689913366846,0.021808895849679384,-0.03708584766483,0.016850333671023603,-0.035844920564547605
rn50,conv,2,3,-0.12016615530318668,0.18606387701660668,0.0075355185499043215,0.013581213280174254,0.008549314640590736,-0.003162947317050857,0.009635854227317886,-0.02833091738898813,0.002479314109455344,-0.04794566015918608
rn50,bn,2,3,-0.07969429750077595,0.1917656690949883,0.012550073384571966,0.010233529580655432,0.015434829164341607,-0.012623076568572644,0.01670940480827078,-0.03678317775062337,0.012369683076590907,-0.06127479252787238
rn50,conv,2,3,-0.04753057168903425,0.07166685083911495,0.01881721243678871,-0.0005015944970881564,0.018009898345830302,-0.022149079160441558,0.025951211710501774,-0.024953194889215907,0.010260497643561753,-0.05303479441074184
rn50,bn,2,3,0.1334870747810126,0.14370926289261002,0.012529357166146199,-0.010518898567216883,-0.015135831014067666,-0.039937042783634816,0.02237587221269266,-0.04042862593053996,-0.025184026208917173,-0.0672600628146116
rn50,conv,2,3,-0.007537422705096136,0.17726793294853604,0.011917541933192758,-0.003591762414313332,0.0018585073032868606,-0.03330875232472655,0.02018978656440571,-0.030226387632615426,-0.007766910067054315,-0.056858019623837186
rn50,bn,2,3,-0.06384436510033377,0.14342363099355848,0.013396010128957234,0.00017938057730060297,0.002914709201260149,-0.02497250045801125,0.014506151418289696,-0.027710054106872148,-0.004867971175593885,-0.050427972591953724
rn50,relu,2,3,-0.032843012020142316,0.26250125328687485,0.020431233832551104,0.014025963993014201,0.020116032800289195,0.00439023470074873,0.02049301031718294,-0.03482407324323661,0.01616677149360501,-0.03441268230493019
rn50,conv,3,0,-0.13243268650819762,0.16545716775315544,0.0005283359633664331,0.023159179682977815,-0.006612132628675521,0.008227473136279029,0.006073379071834223,-0.04404578759165019,-0.00917147776879304,-0.050111352003337106
rn50,bn,3,0,0.029315196352358342,0.2795833555741045,0.00717332798426493,0.022196519564628203,-0.01080182963777086,0.008157916547625765,0.017736834630084238,-0.053739698303968936,-0.013041718223735947,-0.04518179201928427
rn50,conv,3,0,0.19389380455308175,0.2414151837228943,0.0013153914544682677,-0.018299944114562178,-0.024692807876602246,-0.04999821835843363,0.013432556696687026,-0.07668970243940057,-0.03458626561160716,-0.09808448964926361
rn50,bn,3,0,0.0340992949928055,0.3266910561299051,0.010638106014799871,0.0004879431396366263,-0.0009631219445350378,-0.023769307889627445,0.025268265923309698,-0.0719583238817415,-0.009225051244383064,-0.08192258736286309
rn50,conv,3,0,-0.0888989475784461,0.3075792578401803,0.008677445606775636,0.013571307586772663,0.004706323143233798,-0.0042784247692730926,0.0051789677014440205,-0.06516727178694759,-0.008978705839889925,-0.06122528631962704
rn50,bn,3,0,0.07911474734881606,0.27818557157654494,0.006124579100295277,-0.010537754067019733,-0.011530813349878766,-0.04185115247200863,0.01866739762602662,-0.08751678873231136,-0.017543000827091294,-0.10589355660584035
rn50,relu,3,0,0.07414770099935539,0.2780648568116975,0.011496407147942339,0.0052328489300220715,0.0036279352389514546,-0.008844058652738074,0.018339837261862862,-0.060061348112564916,-0.0016874830293658188,-0.06373176650659707
rn50,downsample,3,0,0.30601503150247295,0.283967686292231,0.014603327244529729,0.0023230285551325003,-0.005673348463205663,-0.014416594537020211,0.022903094587772732,-0.038314139142073655,-0.010982841355532569,-0.03684404739206615
rn50,downsample,3,0,0.06185262203791068,0.22922287552471482,0.020662803252046842,0.0144640769659507,0.01103099195332622,0.010123535275476936,0.020765014553263662,-0.031863383810387225,0.01071493408255881,-0.026198555014707414
rn50,conv,3,1,-0.013938902010870084,0.23840115832489245,0.005544282901901211,0.008065676249662895,-0.0065922213954676245,-0.00659518432167594,0.008291703164182759,-0.062349685650199965,-0.012179736107691875,-0.0681556740253953
rn50,bn,3,1,0.0850876468897141,0.30613497794641503,0.012934271177516929,0.00025937735084236024,-0.00264283109058408,-0.015894730615652997,0.01996356095860906,-0.06575701547012464,-0.004585270944664058,-0.06801728136445848
rn50,conv,3,1,0.14042625757652852,0.21012560624026708,0.011154962195148055,-0.010068159849289826,-0.006281528626123689,-0.05881384705387871,0.019401167894086385,-0.07412522054488604,-0.003939926413298128,-0.10746844659170494
rn50,bn,3,1,0.22529183167271405,0.19925710940947358,0.002166959054819534,-0.0141972780138655,-0.034896692958314185,-0.05373502324456653,0.011197795278987954,-0.07590909276989356,-0.037013564321284026,-0.10670336462689302
rn50,conv,3,1,0.0802786695501133,0.2538194270061915,0.005615009291008194,0.0031763139708916865,-0.019913569294301797,-0.0006643200772061819,0.012205844268385224,-0.05614112184024578,-0.014178708940745022,-0.04588916397617718
rn50,bn,3,1,0.07882039437634622,0.2266140421566612,0.010069461716972802,-0.0012149244491755085,-0.010091270103215658,-0.014702230969419,0.014603895654062282,-0.05418567908579128,-0.005866101076208663,-0.05273473583955243
rn50,relu,3,1,0.1313032018927412,0.3246648758250546,0.00887520667098754,0.0024499270330111678,-0.00452282680759547,-0.018428390558249852,0.0184190968504111,-0.07218149050637851,-0.006004443465045445,-0.07868109122261097
rn50,conv,3,2,0.04393157232679357,0.27300799733579156,-0.0062418633807541715,-0.0032148909998071518,-0.0214794188140462,-0.03505663834431308,0.004645564457387452,-0.05388307045045043,-0.017391413794000388,-0.08641570590979819
rn50,bn,3,2,0.04013897108950465,0.29624661506866645,0.0037107942740643232,-0.003968792564485901,-0.003457417057404842,-0.03430805655992619,0.007827445668447543,-0.05845441505681917,-0.00501782734076231,-0.08237103299720236
rn50,conv,3,2,0.16757688080931607,0.18914897009647133,-0.015388768652007834,-0.008286539886656591,-0.047839130745258515,-0.047369168307462406,0.001156195629811091,-0.049228415429735495,-0.04951964870543504,-0.08962498227595186
rn50,bn,3,2,0.19538339196536408,0.1780706333466831,-0.018433355803408796,-0.01129775178985476,-0.05310737651088812,-0.052795280735994404,-0.001402674280119226,-0.04982875015964458,-0.056772534467684266,-0.09483779292894622
rn50,conv,3,2,0.02323622574974347,0.29572101907198234,0.0005276663672923038,-0.009425792767031982,-0.0096737190977424,-0.024024575576256757,0.002622537008085863,-0.036316203895789934,-0.008266839832553621,-0.04932539323887375
rn50,bn,3,2,0.02418730634624796,0.29128581531502873,-0.0010362097783922358,-0.008064301490876946,-0.01848631722076989,-0.024020518670719193,0.0053586416293560715,-0.038145328193986416,-0.01768939110317079,-0.0533379150654735
rn50,relu,3,2,0.11949744240837096,0.3230652230138661,0.00577341810620316,-0.0014742270490525344,-0.007138342733168837,-0.02571036222560763,0.015948524502939876,-0.07241642569042661,-0.00857741334962385,-0.08745006975022543
rn50,conv,3,3,0.1784622984849187,0.29242760324581185,-0.008600590071063785,-0.01669186061433553,-0.03219524124549153,-0.05031800248031856,0.004056384032311566,-0.0716774638432027,-0.037319152512965886,-0.1006685070692391
rn50,bn,3,3,0.17039050963391594,0.25278338318940574,-0.008950595349466461,-0.016856874057812943,-0.04111059414499019,-0.04976993222496348,0.003342270947000625,-0.07636579852256462,-0.046559619734734006,-0.10353845041868631
rn50,conv,3,3,0.1505753878137199,0.29537856727236933,-0.00238730127089809,-0.018439076456190917,-0.022405584613790747,-0.05006151928276861,0.005832513301039455,-0.06488493145468935,-0.0282679706236654,-0.08937980647864516
rn50,bn,3,3,0.17439379940177524,0.2538861437116463,-0.009176248728651193,-0.02220969426706801,-0.03579271636867054,-0.06371950852381295,0.0019008128072319774,-0.07033715208042848,-0.03817144201755854,-0.10364619791106902
rn50,conv,3,3,0.14458214536761918,0.30499943042243527,-0.002640794773146743,-0.016118751377855733,-0.03282893546918471,-0.023109217305873564,0.00902809674659838,-0.057269010661263275,-0.03643285487204351,-0.05340518380855808
rn50,bn,3,3,0.14559008350194458,0.3041844252467691,-0.0014618391205251102,-0.013895373863365867,-0.02810112372685103,-0.020573864158057342,0.008096782364494404,-0.05519955684520042,-0.03467854395444678,-0.04918041973631193
rn50,relu,3,3,0.09118607249789124,0.3152137737627511,0.0031249480888730086,-0.0037273938975921905,-0.010415267191559482,-0.022055485017707155,0.011721051236018604,-0.06876807963740916,-0.013186530378897263,-0.08158742025523541
rn50,conv,3,4,0.20710240868788513,0.23088184341993023,-0.014382609745560854,-0.01304800892698077,-0.04593644695436558,-0.04576451695257858,-0.0023286224966251046,-0.06803570370848469,-0.04943476419583809,-0.09791226525036073
rn50,bn,3,4,0.2146342873828633,0.19543828604904248,-0.010885911249261526,-0.017481917900054017,-0.048026241274806425,-0.05881703044091588,-0.0029499119109028804,-0.07450559023097786,-0.05246600876606586,-0.1102039901704725
rn50,conv,3,4,0.1473212492411032,0.2674511270681364,-0.009342133313970102,-0.01311984703968222,-0.031033892095857274,-0.031502195171209696,-0.001619242151591399,-0.06022565743361233,-0.032669913269756046,-0.0751219039490994
rn50,bn,3,4,0.17105476053929872,0.2756642124389942,-0.011123995802407777,-0.010514173945306737,-0.034046912854093,-0.030603196986433018,-0.0005080444030894082,-0.062368931031880626,-0.03199990463830152,-0.07796188608021054
rn50,conv,3,4,0.14674854810738464,0.27846665143770993,-0.005229346406715685,-0.007812451457470115,-0.03265222249489182,-0.01150458578800051,0.0032997788465853883,-0.042465703719228115,-0.035195841203579104,-0.03821788904809956
rn50,bn,3,4,0.16306302664578043,0.2757608462074532,-0.0024746739851369826,-0.011414509580812526,-0.024821855135536558,-0.017851604157895273,0.0029718979654525524,-0.0434684806103508,-0.029951302497475102,-0.03854758540650413
rn50,relu,3,4,0.085644283962169,0.3158549396553321,0.0021135863633762048,-0.003724329519002534,-0.01073634776977396,-0.021794259000996297,0.010220574124996912,-0.07429757231138501,-0.015240871287433275,-0.08969909137187518
rn50,conv,3,5,0.2156752645271764,0.22456835950195556,-0.01521428787311413,-0.018505505334870442,-0.051168523664869986,-0.06038899826394878,-0.005030562153043844,-0.0801450270307407,-0.05853091646084149,-0.11851554133447509
rn50,bn,3,5,0.2358281181950488,0.18462213545868392,-0.012241891133501881,-0.028972715710491787,-0.04780550170405948,-0.07839708959187933,-0.007026603980229557,-0.07660977932781686,-0.06056507605835401,-0.12741263870778802
rn50,conv,3,5,0.18556400570058243,0.3057540256771296,-0.007457902702754482,-0.028382618787944014,-0.02149868946111147,-0.05953391917655476,0.004589893213636342,-0.07611053431438874,-0.026989056262857553,-0.10865513074811778
rn50,bn,3,5,0.2012200469708467,0.2677268532094905,-0.012912822233103916,-0.024863531161430114,-0.027159747768273873,-0.062012687654233345,-0.0009985021780463121,-0.07576875331541247,-0.03557185654989661,-0.11362485035966025
rn50,conv,3,5,0.14670645128824147,0.2916483946265055,-0.0014315749198789418,-0.022942512251025282,-0.017350831338497685,-0.045674396692604174,0.00580664227030761,-0.0500184690572919,-0.018945260926372304,-0.06274943784516368
rn50,bn,3,5,0.18453941413173272,0.27514374676756737,-0.0019299714516971544,-0.029677379538640275,-0.012506901555158156,-0.0545852507291304,0.0035656874577661424,-0.051334894690117816,-0.019441276453105033,-0.06887447983969286
rn50,relu,3,5,0.04263473256658991,0.29350395281314434,0.00256572587831589,-0.005029372924792053,-0.01155839900357956,-0.023945347019289465,0.0075311965015842225,-0.06904822267201235,-0.0176007063832187,-0.08158163020632142
rn50,conv,4,0,0.16012613961137107,0.1301055289990649,-0.02043217160371058,-0.0026682917690824537,-0.058742986003521236,-0.04833700708312812,-0.013542516205065941,-0.05454557625965305,-0.07641739272852288,-0.09410413643382959
rn50,bn,4,0,0.18949776138922705,0.1114731058428842,-0.020806197388484743,0.0004953106276977676,-0.05940108655981777,-0.04378371193070624,-0.017144045728807844,-0.05486039492529204,-0.08417697609690471,-0.08954624353639508
rn50,conv,4,0,0.18159266745936997,0.23137286017153275,-0.011623049364030968,-0.014018905736505882,-0.0269826635275692,-0.05328963470940429,-0.008794285925583373,-0.07406157591257592,-0.030505372264698405,-0.10871462849752245
rn50,bn,4,0,0.21920068981408214,0.22363909548521788,-0.01296380309277928,-0.008240952116219946,-0.028809658242582442,-0.052061974857294885,-0.010360743468071476,-0.07451470097156035,-0.037932987799620344,-0.11443548295728673
rn50,conv,4,0,0.05053943975259227,0.31106461496699267,-0.01208446207141086,0.00040748474423890624,-0.019280277967111382,-0.016103212309655,-0.005401307158936823,-0.07508017284949955,-0.030136207473733963,-0.08587050238306737
rn50,bn,4,0,0.07513424503390743,0.33409985834283545,-0.0070604463946746104,0.00017748734703071367,-0.01665414575005464,-0.01687651891664549,0.0022622180242409945,-0.07751335758046107,-0.023086752436545642,-0.08777001960875985
rn50,relu,4,0,0.11596134128457519,0.40254732105227803,-0.008458047095097232,-0.005883561941103843,-0.014467297724077247,-0.024621306772068197,0.004204009370280856,-0.09124178294388474,-0.013441945692553817,-0.1030931668299298
rn50,downsample,4,0,0.033346443613654464,0.2711346988077922,0.0013348766425438224,-0.008235104625611,-0.011587838632455428,-0.026415451532457557,0.006847078711772495,-0.07108963015741757,-0.009834418217141743,-0.08325204587811044
rn50,downsample,4,0,0.021341467185097367,0.31301642584974176,0.005394727097719737,-0.005257414056747733,0.0015823245504491927,-0.020419708270428383,0.006997824028571204,-0.07403827700302906,-0.00202587959032232,-0.08355880591166898
rn50,conv,4,1,0.21680901945897882,0.2379148260251497,-0.0235348290101432,-0.007315580307516806,-0.059635549148551265,-0.037730715511841845,-0.015364767509770672,-0.0843910466014886,-0.06633818935471059,-0.10664779306377359
rn50,bn,4,1,0.2305340351165146,0.22996228719544815,-0.02060745796846572,-0.008575478370184603,-0.05941784555879451,-0.04258904492075505,-0.012224064238516158,-0.08450715177304388,-0.06531820834610061,-0.11116427393038165
rn50,conv,4,1,0.18698570000508313,0.3225447913533934,-0.028923442343172567,-0.001708212389051944,-0.04566332442040302,-0.020065953023214955,-0.007361331555104711,-0.06955956964000942,-0.042740464702263364,-0.08518414495284765
rn50,bn,4,1,0.19750091202190184,0.29208129924988513,-0.029166274324067737,0.003317207718153914,-0.04774222701866773,-0.018408507658917606,-0.005410550034313039,-0.06580978335513105,-0.05038369012773908,-0.08436581986156472
rn50,conv,4,1,0.06014768573854571,0.4034536164067094,-0.005011903283503122,-0.016154656972082904,-0.012417969102345827,-0.03622955460084337,-0.008251440310433948,-0.08117958586901847,-0.00974165152195404,-0.09180551564154521
rn50,bn,4,1,0.011621371610781916,0.39472840116609426,-0.006125678816738906,-0.007119847774417709,-0.006755340967739846,-0.026899295005712698,-0.0002986231346060915,-0.08467413934627488,-0.008122310906461783,-0.09189611824989169
rn50,relu,4,1,0.11562378253256061,0.4829896933714387,-0.010838002842160674,0.0019995304571331918,-0.0163088225039435,-0.005976030289769174,0.005498973779814953,-0.08542092132064444,-0.00637073118385191,-0.08395208224888245
rn50,conv,4,2,0.12732947379837084,0.1604625922108033,0.0022187845149218566,-0.013016704557179987,-0.026317971549524935,-0.03171390318050968,-0.0038439073756782183,-0.04022675288218104,-0.034893929315296,-0.04301547376743349
rn50,bn,4,2,0.12162297445579692,0.15008887404885207,0.004159301602502469,-0.015429436793416601,-0.02543737518778627,-0.03406122836687239,-0.004960489628332149,-0.04390188074301142,-0.03428067677202151,-0.042518212489200125
rn50,conv,4,2,0.075603696575411,0.08363471997754443,0.020564258483788442,0.0017215015434426384,0.0044756113760455185,-0.024111713582823387,0.014199423371276623,-0.013311623457577651,-0.012090750346507528,-0.046461943912866885
rn50,bn,4,2,0.07087831713587026,0.1189099476295811,0.014621661123060792,0.01486963267124139,0.01048017188548718,-0.007266293082798261,0.011303892854406541,-0.00703961011891685,-0.004390628446950318,-0.0347450766933516
rn50,conv,4,2,0.04415369053103305,0.31449372317179186,0.018033107512509416,-0.011717320394592612,-0.007296339503103738,-0.027206673015160943,0.006539934519781736,-0.06787879361159041,-0.01126165162223551,-0.0811552116535221
rn50,bn,4,2,0.057105706198840096,0.3746953960547563,0.0024936830102174415,-0.003937747670830494,-0.010848456758313793,-0.012230610535994446,0.0018684532484833719,-0.08047048195769935,-0.004878227265537091,-0.08537830188855111
rn50,relu,4,2,0.1651001084890392,0.4229324346061273,-0.01993796681921814,-0.004316006969517061,-0.054731056472973175,-0.012318957849893175,-0.010455393635421029,-0.09588765505895258,-0.04856304150820431,-0.10738612067252246
rn50,fc,,,0.0013013922167593372,0.4795606918034281,0.00036488414916494624,-0.018008790038144706,-0.0075986257091203435,-0.03960745707856739,-0.00331133547502909,-0.09849756008186811,-0.010603323314448163,-0.13110664246988374
rn101,conv,,,0.030420374663631903,0.13128268209804386,-2.944489501982908e-05,0.003619448785484286,0.0014820827843117466,0.000345844711884119,-0.005081203569980319,-0.005918179755546565,0.0025948495849231028,-0.02361913649515858
rn101,bn,,,-0.13890234792084366,-0.015217615455313799,-0.00583312462598376,0.00628426337975546,0.0009623250088455493,-0.001879660585583245,-0.0026106237027493373,0.005815378824773135,-0.003237963169331365,-0.03436556461130067
rn101,relu,,,-0.12081885667636505,-0.022162882265663802,-0.0053368948887860534,0.006746879457356192,0.0020940300194699085,-0.003059769866391261,-0.001356306650263095,0.0061521053471995865,-0.0028865363900317798,-0.030972779513924947
